Long;Lat;Commune;group;order
3.4021454545454546;5.267781818181819;ILE BOULEY;12;1391
3.6233545454545455;5.475136363636364;LAGUNE ADJIN;13;1392
3.6216;5.471618181818182;LAGUNE ADJIN;13;1393
3.620281818181818;5.473154545454546;LAGUNE ADJIN;13;1394
3.619181818181818;5.473154545454546;LAGUNE ADJIN;13;1395
3.6187454545454547;5.471509090909091;LAGUNE ADJIN;13;1396
3.618309090909091;5.470081818181818;LAGUNE ADJIN;13;1397
3.6178636363636363;5.4687636363636365;LAGUNE ADJIN;13;1398
3.6182;5.466681818181818;LAGUNE ADJIN;13;1399
3.6194;5.464818181818182;LAGUNE ADJIN;13;1400
3.6225363636363634;5.460609090909091;LAGUNE ADJIN;13;1401
3.624727272727273;5.459654545454545;LAGUNE ADJIN;13;1402
3.6255818181818182;5.458481818181818;LAGUNE ADJIN;13;1403
3.624118181818182;5.457027272727273;LAGUNE ADJIN;13;1404
3.6205;5.456627272727273;LAGUNE ADJIN;13;1405
3.6188363636363636;5.455081818181818;LAGUNE ADJIN;13;1406
